17.902206	0.028731	0.002601
18.029172	0.035997	0.009867
18.156138	0.043330	0.017200
18.283104	0.050126	0.023996
18.410070	0.055931	0.029801
18.537036	0.060342	0.034212
18.664002	0.062954	0.036824
18.790968	0.063539	0.037409
18.917934	0.062235	0.036105
19.044900	0.059331	0.033201
19.171866	0.055230	0.029100
19.298832	0.050378	0.024248
19.425798	0.045560	0.019430
19.552764	0.041244	0.015114
19.679730	0.037363	0.011233
19.806696	0.034144	0.008014
19.933662	0.031565	0.005435
20.060628	0.029549	0.003419
20.187594	0.028023	0.001893
20.314560	0.026964	0.000834
20.441526	0.026332	0.000202
&
0.000000	4.207749	4.181618
0.126966	4.222640	4.196308
0.253932	4.266117	4.239153
0.380898	4.335861	4.307838
0.507864	4.427139	4.397590
0.634830	4.534223	4.502658
0.761796	4.648575	4.614431
0.888762	4.759148	4.721784
1.015728	4.843045	4.801801
1.142694	4.865442	4.819882
1.269660	4.785929	4.735551
1.396626	4.575282	4.520052
1.523592	4.229637	4.170306
1.650558	3.763989	3.701754
1.777524	3.209816	3.146277
1.904490	2.610685	2.547731
2.031456	2.019050	1.958708
2.158422	1.486590	1.430658
2.285388	1.056674	1.006548
2.412354	0.762582	0.719252
2.539320	0.627724	0.591726
2.666286	0.663254	0.634523
2.793252	0.866249	0.844118
2.920218	1.220108	1.203321
3.047184	1.697267	1.684141
3.174150	2.260286	2.248647
3.301116	2.861938	2.849209
3.428082	3.448868	3.432384
3.555048	3.971575	3.949211
3.682014	4.391052	4.361380
3.808980	4.682243	4.644885
3.935946	4.837313	4.792911
4.062912	4.870314	4.821036
4.189878	4.818092	4.767181
4.316844	4.719577	4.669686
4.443810	4.605670	4.558261
4.570776	4.493235	4.448674
4.697742	4.391863	4.350375
4.824708	4.308893	4.270492
4.951674	4.249618	4.214292
5.078640	4.217785	4.185290
5.205606	4.215244	4.185290
5.332572	4.242230	4.214292
5.459538	4.297064	4.270491
5.586504	4.376467	4.350374
5.713470	4.475286	4.448674
5.840436	4.586737	4.558259
5.967402	4.701586	4.669684
6.094368	4.805195	4.767180
6.221334	4.869017	4.821035
6.348300	4.855007	4.792910
6.475266	4.724503	4.644883
6.602232	4.458823	4.361378
6.729198	4.062122	3.949208
6.856164	3.556325	3.432381
6.983130	2.978137	2.849204
7.110096	2.375264	2.248641
7.237062	1.800980	1.684135
7.364028	1.303960	1.203314
7.490994	0.923503	0.844110
7.617960	0.688932	0.634516
7.744926	0.619002	0.591717
7.871892	0.719162	0.719242
7.998858	0.980788	1.006537
8.125824	1.382446	1.430647
8.252790	1.892529	1.958696
8.379756	2.469321	2.547718
8.506722	3.062274	3.146262
8.633688	3.618317	3.701739
8.760654	4.091618	4.170291
8.887620	4.447139	4.520035
9.014586	4.664417	4.735532
9.141552	4.739162	4.819864
9.268518	4.689765	4.801782
9.395484	4.546989	4.721765
9.522450	4.337852	4.614409
9.649416	4.085777	4.502636
9.776382	3.812964	4.397568
9.903348	3.548973	4.307814
10.030314	3.327784	4.239129
10.157280	3.179855	4.196281
10.284246	3.127473	4.181595
10.411212	3.179855	4.196281
10.538178	3.327784	4.239129
10.665144	3.548973	4.307814
10.792110	3.812964	4.397568
10.919076	4.085777	4.502636
11.046042	4.337852	4.614409
11.173008	4.546989	4.721765
11.299974	4.689765	4.801782
11.426940	4.739162	4.819864
11.553906	4.664417	4.735532
11.680872	4.447139	4.520035
11.807838	4.091618	4.170291
11.934804	3.618317	3.701739
12.061770	3.062274	3.146262
12.188736	2.469321	2.547718
12.315702	1.892529	1.958696
12.442668	1.382446	1.430647
12.569634	0.980788	1.006537
12.696600	0.719162	0.719242
12.823566	0.619002	0.591717
12.950532	0.688932	0.634516
13.077498	0.923503	0.844110
13.204464	1.303960	1.203314
13.331430	1.800980	1.684135
13.458396	2.375264	2.248641
13.585362	2.978137	2.849204
13.712328	3.556325	3.432381
13.839294	4.062122	3.949208
13.966260	4.458823	4.361378
14.093226	4.724503	4.644883
14.220192	4.855007	4.792910
14.347158	4.869017	4.821035
14.474124	4.805195	4.767180
14.601090	4.701586	4.669684
14.728056	4.586737	4.558259
14.855022	4.475286	4.448674
14.981988	4.376467	4.350374
15.108954	4.297064	4.270491
15.235920	4.242230	4.214292
15.362886	4.215244	4.185290
15.489852	4.217785	4.185290
15.616818	4.249618	4.214292
15.743784	4.308893	4.270492
15.870750	4.391863	4.350375
15.997716	4.493235	4.448674
16.124682	4.605670	4.558261
16.251648	4.719577	4.669686
16.378614	4.818092	4.767181
16.505580	4.870314	4.821036
16.632546	4.837313	4.792911
16.759512	4.682243	4.644885
16.886478	4.391052	4.361380
17.013444	3.971575	3.949211
17.140410	3.448868	3.432384
17.267376	2.861938	2.849209
17.394342	2.260286	2.248647
17.521308	1.697267	1.684141
17.648274	1.220108	1.203321
17.775240	0.866249	0.844118
17.902206	0.663254	0.634523
18.029172	0.627724	0.591726
18.156138	0.762582	0.719252
18.283104	1.056674	1.006548
18.410070	1.486590	1.430658
18.537036	2.019050	1.958708
18.664002	2.610685	2.547731
18.790968	3.209816	3.146277
18.917934	3.763989	3.701754
19.044900	4.229637	4.170306
19.171866	4.575282	4.520052
19.298832	4.785929	4.735551
19.425798	4.865442	4.819882
19.552764	4.843045	4.801801
19.679730	4.759148	4.721784
19.806696	4.648575	4.614431
19.933662	4.534223	4.502658
20.060628	4.427139	4.397590
20.187594	4.335861	4.307838
20.314560	4.266117	4.239153
20.441526	4.222640	4.196308
